FIPS,actual_state,actual_county,GHI,Wind Speed,Temperature_fahrenheit,Temperature,predicted,state,county,type
51061,VA,Fauquier,175.5913837,0.767496506,56.21805468,13.45447482,6109,CA,Tuolumne,solar
51063,VA,Floyd,182.6595326,0.22192959,53.96329373,12.20182985,6091,CA,Sierra,solar
51065,VA,Fluvanna,179.14441,0.15010862,58.55755982,14.7541999,48373,TX,Polk,wind
51067,VA,Franklin,179.3474148,0.256821877,57.32607369,14.07004094,6091,CA,Sierra,solar
51069,VA,Frederick,168.1047507,0.521150634,54.42946678,12.46081488,6017,CA,El Dorado,solar
51071,VA,Giles,172.3841297,0.151513537,55.40855794,13.00475441,48373,TX,Polk,wind
51073,VA,Gloucester,182.0686247,2.126411957,60.53919091,15.85510606,48351,TX,Newton,wind
51075,VA,Goochland,181.5916011,0.217102748,59.0125723,15.00698461,6091,CA,Sierra,solar
51077,VA,Grayson,178.9363077,0.163505691,53.54287903,11.96826613,48373,TX,Polk,wind
51079,VA,Greene,173.1040715,0.597118696,56.75045756,13.7502542,6057,CA,Nevada,solar
51081,VA,Greensville,183.9807753,0.913197271,61.11709702,16.17616501,6089,CA,Shasta,solar
51083,VA,Halifax,184.139965,0.62880027,60.08397082,15.60220601,6057,CA,Nevada,solar
51085,VA,Hanover,181.730783,0.400153957,58.97745387,14.98747437,6035,CA,Lassen,solar
51087,VA,Henrico,180.1600217,0.810045016,59.83992675,15.46662597,6109,CA,Tuolumne,solar
51089,VA,Henry,179.8456333,0.862809513,58.77487755,14.87493197,6089,CA,Shasta,solar
51091,VA,Highland,174.8409661,0.398776988,48.35437198,9.085762209,6035,CA,Lassen,solar
51093,VA,Isle of Wight,183.9105543,1.263567562,61.08641427,16.15911904,6009,CA,Calaveras,solar
51095,VA,James City,182.7958627,0.970094006,60.38641134,15.77022852,6061,CA,Placer,solar
51097,VA,King and Queen,180.4915304,0.785693511,59.64183021,15.35657234,6109,CA,Tuolumne,solar
51099,VA,King George,180.1558156,0.839331797,58.31461026,14.61922792,6089,CA,Shasta,solar
51101,VA,King William,180.4691076,0.773354935,59.60013206,15.3334067,6109,CA,Tuolumne,solar
51103,VA,Lancaster,183.6796643,2.876985647,60.32258227,15.73476793,48351,TX,Newton,wind
51105,VA,Lee,178.5945626,0.416779927,57.91217324,14.3956518,6035,CA,Lassen,solar
51107,VA,Loudoun,171.1526194,1.863044168,55.18234668,12.87908149,6023,CA,Humboldt,solar
51109,VA,Louisa,179.6509825,0.148623139,57.94668673,14.41482596,48373,TX,Polk,wind
51111,VA,Lunenburg,184.2104145,0.198772161,59.92788387,15.51549104,6063,CA,Plumas,solar
51113,VA,Madison,174.3835643,0.255446775,57.20106504,14.00059169,6091,CA,Sierra,solar
51115,VA,Mathews,183.6124704,3.080677163,60.84418615,16.02454786,48351,TX,Newton,wind
51117,VA,Mecklenburg,185.2303169,0.481860599,60.52607042,15.8478169,6017,CA,El Dorado,solar
51119,VA,Middlesex,180.4601297,2.087613394,60.26263162,15.70146201,48351,TX,Newton,wind
51121,VA,Montgomery,178.0508593,0.15160837,56.02217301,13.34565167,48373,TX,Polk,wind
51125,VA,Nelson,176.5375608,0.345092699,57.70429795,14.28016553,6035,CA,Lassen,solar
51127,VA,New Kent,181.1101342,0.816618184,59.94344466,15.52413592,6089,CA,Shasta,solar
51131,VA,Northampton,187.3878984,4.084405322,60.97373967,16.09652204,48351,TX,Newton,wind
51133,VA,Northumberland,181.3314407,3.091363047,60.11920074,15.62177819,48351,TX,Newton,wind
51135,VA,Nottoway,183.3710037,0.187976084,59.7372262,15.40957011,6045,CA,Mendocino,solar
51137,VA,Orange,177.8787573,0.212988191,57.4265334,14.12585189,6091,CA,Sierra,solar
51139,VA,Page,176.647131,0.95739298,55.47383515,13.04101953,6061,CA,Placer,solar
51141,VA,Patrick,177.7200936,0.783310239,57.18965913,13.99425507,6109,CA,Tuolumne,solar
51143,VA,Pittsylvania,182.372802,0.319360386,58.98743505,14.99301947,6035,CA,Lassen,solar
51145,VA,Powhatan,181.9326752,0.139460979,59.25504834,15.14169352,48373,TX,Polk,wind
51147,VA,Prince Edward,180.6766257,0.227482666,59.21090159,15.11716755,6091,CA,Sierra,solar
51149,VA,Prince George,180.7753779,0.530309913,60.46758208,15.81532338,6017,CA,El Dorado,solar
51153,VA,Prince William,172.3991719,0.904861004,56.95794532,13.86552518,6089,CA,Shasta,solar
51155,VA,Pulaski,177.0557446,0.128607058,55.73378149,13.18543416,48199,TX,Hardin,wind
51157,VA,Rappahannock,173.0504571,0.277630488,56.21672428,13.45373571,6091,CA,Sierra,solar
51159,VA,Richmond,179.9000568,0.775144649,59.38898709,15.21610394,6109,CA,Tuolumne,solar
51161,VA,Roanoke,176.6031911,0.145810799,54.36566479,12.42536933,48373,TX,Polk,wind
51163,VA,Rockbridge,177.9621784,0.433867608,56.70338965,13.72410536,6035,CA,Lassen,solar
51165,VA,Rockingham,174.8114954,1.156761313,54.84738484,12.69299158,6005,CA,Amador,solar
51167,VA,Russell,180.1901932,0.166599942,55.65035196,13.13908442,48373,TX,Polk,wind
51169,VA,Scott,178.2940073,0.777133897,57.94718405,14.41510225,6109,CA,Tuolumne,solar
51171,VA,Shenandoah,172.7792216,0.284945303,55.21224852,12.89569362,6091,CA,Sierra,solar
51173,VA,Smyth,177.8548984,0.183740186,55.05903653,12.81057585,6045,CA,Mendocino,solar
51175,VA,Southampton,185.0594395,1.613955106,61.40936295,16.33853497,6107,CA,Tulare,solar
51177,VA,Spotsylvania,178.7478964,0.299975385,58.07171016,14.48428342,6035,CA,Lassen,solar
51179,VA,Stafford,176.9581347,0.769304756,57.67793092,14.26551718,6109,CA,Tuolumne,solar
51181,VA,Surry,181.857969,1.141163568,60.78664114,15.99257841,6005,CA,Amador,solar
51183,VA,Sussex,183.3824842,0.284142505,60.84995805,16.02775447,6091,CA,Sierra,solar
51185,VA,Tazewell,178.3683841,0.151263201,53.64365515,12.02425286,48373,TX,Polk,wind
51187,VA,Warren,173.7583653,0.466796168,52.85854094,11.5880783,6017,CA,El Dorado,solar
51191,VA,Washington,181.2087198,0.471014812,56.00795324,13.3377518,6017,CA,El Dorado,solar
51193,VA,Westmoreland,180.3265756,0.753319572,59.0666443,15.03702461,6109,CA,Tuolumne,solar
51195,VA,Wise,176.0162109,0.16443159,54.73955583,12.63308657,48373,TX,Polk,wind
51197,VA,Wythe,180.4790768,0.144873432,53.20911704,11.7828428,48373,TX,Polk,wind
51199,VA,York,182.2842214,3.204163813,61.23892761,16.24384867,48351,TX,Newton,wind
51510,VA,Alexandria ,172.102421,2.201390196,57.10702401,13.94834667,6023,CA,Humboldt,solar
51520,VA,Bristol ,180.7238426,0.690568676,56.87631633,13.82017574,6093,CA,Siskiyou,solar
51530,VA,Buena Vista ,178.3887019,0.224997787,56.53110416,13.6283912,6091,CA,Sierra,solar
51540,VA,Charlottesville ,176.6920446,0.344227097,58.06590274,14.48105708,6035,CA,Lassen,solar
51550,VA,Chesapeake ,183.2603868,3.149491247,62.06758376,16.7042132,48351,TX,Newton,wind
51570,VA,Colonial Heights ,182.6693884,0.468369309,60.58296212,15.8794234,6017,CA,El Dorado,solar
51580,VA,Covington ,175.0821186,0.162886638,56.10556807,13.39198226,48373,TX,Polk,wind
51590,VA,Danville ,183.9466185,1.160388105,59.99392416,15.55218009,6005,CA,Amador,solar
51595,VA,Emporia ,183.8950696,0.921019079,61.19239573,16.21799763,6089,CA,Shasta,solar
51600,VA,Fairfax ,171.3432561,1.83766161,56.21897817,13.45498787,6023,CA,Humboldt,solar
51610,VA,Falls Church ,171.7118098,2.093655301,56.4238099,13.56878328,6023,CA,Humboldt,solar
51620,VA,Franklin ,184.9370272,2.121395289,61.48431907,16.38017726,48351,TX,Newton,wind
51630,VA,Fredericksburg ,177.3989818,0.628754454,58.0230635,14.4572575,6057,CA,Nevada,solar
51640,VA,Galax ,179.3308942,0.538824965,54.13544125,12.29746736,6017,CA,El Dorado,solar
51650,VA,Hampton ,184.3920374,3.447329456,61.5109699,16.39498328,48351,TX,Newton,wind
51660,VA,Harrisonburg ,176.2436231,1.155524087,54.45028749,12.47238194,6005,CA,Amador,solar
51670,VA,Hopewell ,180.4826405,0.700789064,60.52557589,15.84754216,6093,CA,Siskiyou,solar
51678,VA,Lexington ,179.2305446,0.364916741,56.84225245,13.80125136,6035,CA,Lassen,solar
51680,VA,Lynchburg ,180.8831056,0.122061359,58.2870133,14.60389628,48199,TX,Hardin,wind
51683,VA,Manassas ,170.8919483,1.067953176,57.17997388,13.98887438,17075,IL,Iroquois,wind
51685,VA,Manassas Park ,171.8669867,1.597709,56.92590232,13.84772351,6023,CA,Humboldt,solar
51690,VA,Martinsville ,180.104775,0.786565567,58.54072989,14.74484994,6109,CA,Tuolumne,solar
51700,VA,Newport News ,184.5908754,2.410973422,61.11609931,16.17561073,48351,TX,Newton,wind
51710,VA,Norfolk ,185.8965667,3.44719078,61.51957864,16.39976591,48351,TX,Newton,wind
51720,VA,Norton ,177.6801203,0.166019959,54.84358267,12.69087926,48373,TX,Polk,wind
51730,VA,Petersburg ,182.1064663,0.304190135,60.30240802,15.72356001,6035,CA,Lassen,solar
51735,VA,Poquoson ,183.294621,3.429097516,61.45983419,16.36657455,48351,TX,Newton,wind
51740,VA,Portsmouth ,184.2515009,3.389959704,61.60162183,16.44534546,48351,TX,Newton,wind
51750,VA,Radford ,176.3071562,0.129339264,55.9892718,13.32737322,48199,TX,Hardin,wind
51760,VA,Richmond ,181.3735972,0.824963064,59.95577833,15.53098796,6089,CA,Shasta,solar
51770,VA,Roanoke ,178.1606044,0.148802297,57.54739233,14.19299574,48373,TX,Polk,wind
51775,VA,Salem ,177.4678955,0.16364498,57.52910449,14.18283583,48373,TX,Polk,wind
51790,VA,Staunton ,179.0740549,0.516211704,54.72069039,12.62260577,6017,CA,El Dorado,solar
51800,VA,Suffolk ,184.7187033,2.355660709,61.48026522,16.37792512,48351,TX,Newton,wind
51810,VA,Virginia Beach ,183.8091598,3.758863474,61.80975442,16.56097468,48351,TX,Newton,wind
51820,VA,Waynesboro ,179.1224985,0.381448199,54.84904023,12.69391124,6035,CA,Lassen,solar
51830,VA,Williamsburg ,182.318654,1.2827106,60.60967795,15.89426553,6009,CA,Calaveras,solar
51840,VA,Winchester ,169.1529773,0.488319599,54.56600825,12.53667125,6017,CA,El Dorado,solar
53001,WA,Adams,172.5318106,2.484146559,50.29470631,10.16372573,19123,IA,Mahaska,wind
53003,WA,Asotin,166.7752563,1.209992186,46.4820758,8.045597665,19083,IA,Hardin,wind
53005,WA,Benton,178.5763241,2.402126536,50.66012966,10.3667387,17113,IL,McLean,wind
53007,WA,Chelan,166.0884678,0.348120093,40.58850346,4.771390809,27061,MN,Itasca,wind
53009,WA,Clallam,147.6472833,0.639754358,51.48295695,10.82386497,27049,MN,Goodhue,wind
53011,WA,Clark,142.9816786,0.259872072,51.3093753,10.72743072,27049,MN,Goodhue,wind
53013,WA,Columbia,169.1158375,1.98270652,48.26753663,9.037520348,6027,CA,Inyo,solar
53015,WA,Cowlitz,142.515896,0.091923456,47.51765553,8.620919739,48199,TX,Hardin,wind
53017,WA,Douglas,170.2641457,1.682424315,45.11358271,7.285323727,32007,NV,Elko,solar
53019,WA,Ferry,153.6101489,0.386375928,40.30183775,4.612132083,27061,MN,Itasca,wind
53021,WA,Franklin,175.3119904,2.273980175,52.35868058,11.3103781,17115,IL,Macon,wind
53023,WA,Garfield,172.403644,2.331553086,45.29934874,7.388527079,32007,NV,Elko,solar
53025,WA,Grant,171.5148079,2.290064591,51.07178129,10.59543405,19179,IA,Wapello,wind
53027,WA,Grays Harbor,134.6639964,0.857068719,50.56863071,10.31590595,27049,MN,Goodhue,wind
53029,WA,Island,146.2308854,0.678739599,51.86520369,11.03622427,27049,MN,Goodhue,wind
53031,WA,Jefferson,149.3536909,0.528378723,42.0795035,5.599724169,27049,MN,Goodhue,wind
53033,WA,King,136.6168101,0.283092091,49.81914195,9.899523303,27049,MN,Goodhue,wind
53035,WA,Kitsap,140.3953186,0.643361762,51.7561297,10.97562761,27049,MN,Goodhue,wind
53037,WA,Kittitas,176.4819463,0.968179323,46.03775024,7.798750133,32007,NV,Elko,solar
53039,WA,Klickitat,178.4097185,2.274841723,48.84999587,9.361108818,19193,IA,Woodbury,wind
53041,WA,Lewis,142.9085792,0.142874291,45.20059485,7.333663808,48373,TX,Polk,wind
53043,WA,Lincoln,170.5163264,2.424818548,46.93000058,8.294444764,32011,NV,Eureka,solar
53045,WA,Mason,144.076498,0.249703714,50.36518616,10.2028812,27049,MN,Goodhue,wind
53047,WA,Okanogan,161.7590296,0.754874445,43.03076838,6.128204658,27141,MN,Sherburne,wind
53049,WA,Pacific,132.571995,0.715368317,48.42045373,9.122474292,27049,MN,Goodhue,wind
53051,WA,Pend Oreille,152.0141214,0.249541224,41.80084639,5.444914661,27049,MN,Goodhue,wind
53053,WA,Pierce,141.1306356,0.228937985,47.66485263,8.702695906,27049,MN,Goodhue,wind
53055,WA,San Juan,154.8901719,2.151910309,51.19823781,10.66568767,27049,MN,Goodhue,wind
53057,WA,Skagit,141.1521655,0.230242789,47.89815951,8.832310841,27049,MN,Goodhue,wind
53059,WA,Skamania,162.1484676,0.154335797,42.44483962,5.802688679,48373,TX,Polk,wind
53061,WA,Snohomish,136.5232231,0.288579936,40.27340764,4.596337579,27061,MN,Itasca,wind
53063,WA,Spokane,161.5214478,1.916485322,47.08336588,8.379647711,27109,MN,Olmsted,wind
53065,WA,Stevens,154.3705973,0.280643721,46.11361031,7.840894617,27049,MN,Goodhue,wind
53067,WA,Thurston,142.1882782,0.259356172,50.06357906,10.0353217,27049,MN,Goodhue,wind
53069,WA,Wahkiakum,135.3660109,0.49870525,51.02094349,10.56719083,27049,MN,Goodhue,wind
53071,WA,Walla Walla,172.8722449,2.175726953,52.21898359,11.23276866,17179,IL,Tazewell,wind
53073,WA,Whatcom,147.370732,0.271219491,35.66952002,2.038622232,27061,MN,Itasca,wind
53075,WA,Whitman,168.3378635,2.264301155,47.87918443,8.821769127,19083,IA,Hardin,wind
53077,WA,Yakima,173.4521929,1.585332395,48.81395651,9.34108695,19193,IA,Woodbury,wind
54001,WV,Barbour,165.8400732,0.210557902,52.67452447,11.48584693,6091,CA,Sierra,solar
54003,WV,Berkeley,167.5686463,0.779958157,54.38127123,12.43403957,19083,IA,Hardin,wind
54005,WV,Boone,172.5889668,0.168760427,56.07861037,13.37700576,6045,CA,Mendocino,solar
54007,WV,Braxton,168.7793397,0.210503899,55.70719052,13.1706614,6091,CA,Sierra,solar
54009,WV,Brooke,160.1247403,0.219659872,52.07998435,11.15554686,6091,CA,Sierra,solar
54011,WV,Cabell,169.7496656,0.168221566,56.83345479,13.79636377,48373,TX,Polk,wind
54013,WV,Calhoun,167.0354692,0.180448589,55.67147206,13.15081781,6045,CA,Mendocino,solar
54015,WV,Clay,169.4057676,0.179535837,56.41409491,13.56338606,6045,CA,Mendocino,solar
54017,WV,Doddridge,164.9686036,0.193852673,54.64910691,12.58283717,6063,CA,Plumas,solar
54019,WV,Fayette,171.7783095,0.185881176,54.66572701,12.59207056,6045,CA,Mendocino,solar
54021,WV,Gilmer,167.6393145,0.193822911,55.39583574,12.99768652,6063,CA,Plumas,solar
54023,WV,Grant,166.2199567,0.208999909,52.67339915,11.48522175,6091,CA,Sierra,solar
54025,WV,Greenbrier,174.3093587,0.190189905,52.81573584,11.56429769,6045,CA,Mendocino,solar
54027,WV,Hampshire,166.4094241,0.240135209,52.25215611,11.25119784,6091,CA,Sierra,solar
54029,WV,Hancock,160.2867528,0.223148175,51.27903423,10.71057457,6091,CA,Sierra,solar
54031,WV,Hardy,168.9233538,0.167642089,51.24079036,10.68932798,48373,TX,Polk,wind
54033,WV,Harrison,165.9504622,0.201560153,54.27540802,12.37522668,6063,CA,Plumas,solar
54035,WV,Jackson,166.9973057,0.179588827,55.53391944,13.07439969,6045,CA,Mendocino,solar
54037,WV,Jefferson,169.3427169,1.044276167,55.00975048,12.78319471,19113,IA,Linn,wind
54039,WV,Kanawha,168.3854292,0.174718809,57.16280381,13.97933545,6045,CA,Mendocino,solar
54041,WV,Lewis,167.2306188,0.19578301,54.76520862,12.64733812,6063,CA,Plumas,solar
54043,WV,Lincoln,171.7989893,0.167594619,57.28375076,14.0465282,48373,TX,Polk,wind
54045,WV,Logan,172.5692487,0.168663701,56.7895971,13.77199839,48373,TX,Polk,wind
54047,WV,McDowell,173.1706571,0.172205581,54.9603403,12.75574461,6045,CA,Mendocino,solar
54049,WV,Marion,164.9141713,0.213825872,53.40155079,11.88975044,6091,CA,Sierra,solar
54051,WV,Marshall,163.5457189,0.202694626,52.32231212,11.2901734,6063,CA,Plumas,solar
54053,WV,Mason,167.1553745,0.180697138,56.53137907,13.62854393,6045,CA,Mendocino,solar
54055,WV,Mercer,174.9271881,0.179046979,53.20599453,11.78110807,6045,CA,Mendocino,solar
54057,WV,Mineral,165.9438905,0.211698802,53.65209466,12.02894148,6091,CA,Sierra,solar
54059,WV,Mingo,170.9383523,0.170413413,56.45034811,13.58352673,6045,CA,Mendocino,solar
54061,WV,Monongalia,165.1609852,0.220296232,53.06768746,11.70427081,6091,CA,Sierra,solar
54063,WV,Monroe,176.9232159,0.154027084,54.60274175,12.55707875,48373,TX,Polk,wind
54065,WV,Morgan,165.8043269,0.766438679,53.14261717,11.74589843,19083,IA,Hardin,wind
54067,WV,Nicholas,171.4178825,0.204405082,52.65353903,11.47418835,6091,CA,Sierra,solar
54069,WV,Ohio,161.9449845,0.202783458,52.36744696,11.31524831,6063,CA,Plumas,solar
54071,WV,Pendleton,169.7129928,0.410761275,51.89640139,11.05355633,6035,CA,Lassen,solar
54073,WV,Pleasants,164.0786885,0.187572405,54.22115894,12.3450883,6045,CA,Mendocino,solar
54075,WV,Pocahontas,169.3480655,0.19375072,51.39952592,10.7775144,6063,CA,Plumas,solar
54077,WV,Preston,163.8853967,0.23995181,53.36874154,11.87152308,6091,CA,Sierra,solar
54079,WV,Putnam,167.8109895,0.167281266,57.09191153,13.93995085,48373,TX,Polk,wind
54081,WV,Raleigh,174.9321423,0.183989082,53.72310801,12.06839334,6045,CA,Mendocino,solar
54083,WV,Randolph,165.6597412,0.209813561,50.71352607,10.39640337,6091,CA,Sierra,solar
54085,WV,Ritchie,166.1989773,0.182084773,54.84320013,12.69066674,6045,CA,Mendocino,solar
54087,WV,Roane,166.1444682,0.178639273,55.59152779,13.10640433,6045,CA,Mendocino,solar
54089,WV,Summers,173.4263358,0.162867517,54.57072479,12.53929155,48373,TX,Polk,wind
54091,WV,Taylor,165.2332493,0.218427339,53.69504781,12.05280434,6091,CA,Sierra,solar
54093,WV,Tucker,164.7477855,0.212933841,47.86009855,8.811165861,6091,CA,Sierra,solar
